Clave,Descripcion,Marca,UnidadMedida,Linea,Division,Largo,Ancho,Precio,Descuento,Alta,Modificacion,Responsable,FraccionArancelaria
IK80,"INSUFOAM 4000 2"" X 1.22 X 6 MTS S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,4,6,1.22,776,0,2016-05-23,2016-05-23,MIREYAS,39211101
PR219,POLYROLL  1/8  DE .13 X 105 MTS.,POLYROLL,PZ,NULL,1,105,0.13,38.11,0,2016-05-24,2017-01-20,BELENL,39211901
RT4,ROLLO TUBULAR S/I DE 77 X 16 MTS CALIBRE 200,ROLLO TUBULAR,KG,NULL,7,16,77,31.73,0,2016-06-01,2016-06-01,MIREYAS,NULL
PR221,"POLYROLL 1/16"" DE 2 X 210 MTS BCO C/A .50 MTS P/A .60 MTS",POLYROLL,PZ,NULL,1,210,2,690.05,0,2016-06-06,2016-06-06,MIREYAS,39211901
PR222,POLYROLL .500  D-1.5  DE 1.30 X 30 MTS. NEGRO,POLYROLL,PZ,NULL,1,30,1.3,930.67,0,2016-06-07,2016-06-22,MIREYAS,39211901
IK81,"INSUFOAM 4000, 1""  DE 1.22  X  7.01 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,4,7.01,1.22,33.79,0,2016-06-16,2016-06-16,MIREYAS,39211101
PH83,"POLYFOAM SHEET 1/32""  50 X 30 CM",POLYFOAM HOJA,ML,NULL,2,30,50,250,0,2016-07-08,2016-07-12,MIREYAS,39211901
CP20,"CRYSTALPACK 3/16"" PROMO DE 1.22 X 123 MTS",CRYSTALPACK,PZ,NULL,3,123,1.22,228,0,2015-08-21,2015-08-21,MIREYAS,39211901
PR152,"POLYROLL 1/32""  DE .35 X 315 MTS.",POLYROLL,PZ,RO,1,315,0.35,132.16,0,2012-06-11,2017-01-20,BELENL,39211901
PH81,"POLYFOAM SHEET 1.2 PCF, .500"" X 50"" X 108"" WHITE",POLYFOAM HOJA,PZ,NULL,2,108,50,70,0,2016-06-17,2016-06-17,MIREYAS,39211901
PR223,"POLYROLL D-1.2, .500"" DE 1.30 X 30 MTS BLANCO",POLYROLL,PZ,NULL,1,30,1.3,743.8,0,2016-06-21,2019-01-15,JAZMIN,39211901
CP23,"CRYSTALPACK 1/2""  DE 1.22 X 61.5 MTS. C/A 30.5 Y P/A 32 CMS",CRYSTALPACK,PZ,NULL,3,61.5,1.22,357,0,2016-06-27,2016-06-27,MIREYAS,39211901
PR224,"POLYROLL D-4.5 .250 "" DE 1.22 X 30 MTS. BLANCO C/A 6""",POLYROLL,PZ,NULL,1,30,1.22,1475.54,0,2016-06-27,2016-06-27,MIREYAS,39211901
PH82,"POLYFOAMSHEET 1.7 PCF, .500"" X 48"" X 108"" BLUE",POLYFOAM HOJA,PZ,NULL,2,108,48,6.65,0,2016-06-28,2016-06-28,MIREYAS,39211901
PM164,"POLYLAM MDL 2.2 PCF, 1"" +2.5 PCF,.250"", 1.250"" X 48"" X 88"" WHITE",POLYLAM MDL,PZ,NULL,2,88,48,16.5,0,2016-06-28,2016-07-04,MIREYAS,39211901
PM165,"POLYLAM MDL 2.2 PCF, 2"" +2.5 PCF, .250"", 2.250"" X 47"" X 88"" WHITE",POLYLAM MDL,PZ,NULL,2,88,48,29.7,0,2016-06-28,2016-06-29,MIREYAS,39211901
PR225,"POLYROLL D-1.2 .500"" DE 1.30 X 30 MTS. VERDE",POLYROLL,PZ,NULL,1,30,1.3,760.92,0,2016-06-28,2016-07-07,MIREYAS,39211901
PR226,"POLYROLL D-1.2 1"" DE 1.30 X 30 MTS  BLANCO",POLYROLL,PZ,NULL,1,30,1.3,1600.4,0,2016-06-30,2019-04-25,MIREYAS,39211901
PR228,"POLYROLL D-1.7 .500"" DE 1.30 X 30 MTS. BLANCO",POLYROLL,PZ,NULL,1,30,1.3,1160,0,2016-07-04,2016-08-22,BELENL,39211901
PR229,"POLYROLL D-1.7 1""  DE 1.30 X 30 MTS. BCO",POLYROLL,PZ,NULL,1,30,1.3,2480,0,2016-07-04,2016-07-04,MIREYAS,39211901
PR230,"POLYROLL AS D-1.2 .500"" DE 1.30 X 30 MTS",POLYROLL,PZ,NULL,1,30,1.3,846.36,0,2016-07-05,2016-07-25,MIREYAS,39211901
PI32,"POLYFOAM LAMINATED 1/32""  DE .90 X 300 MTS.",POLYFOAM LAMINATED,PZ,NULL,1,300,0.9,823.5,0,2016-07-05,2019-04-02,MIREYAS,39211901
PR231,"POLYROLL .D-1.7 .500""  DE 1.30 X 30 MTS. AS",POLYROLL,PZ,NULL,1,30,1.3,83.3,0,2016-07-07,2016-07-07,MIREYAS,39211901
PH84,"POLYFOAM SHEET 1/8"" 50 X 30 CM",POLYFOAM HOJA,ML,NULL,2,30,50,665.5,0,2016-07-08,2016-07-12,MIREYAS,39211901
PL193,"POLYLAM 2.5"" AS D-1.2 1"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,417.45,0.16,2010-09-27,2010-09-27,ALEJANDRA,39211901
PR82,"POLYROLL 1/8"" PROMOCIONAL C/A 12.5 CMS",POLYROLL,PZ,RO,1,0,0,443,0.14,2010-01-21,2010-06-17,CIDIREC04,39211901
PI16,"POLYFOAM LAMINATED 3/32"" DE .90 X 133 MTS B.D. S/I",POLYFOAM LAMINATED,PZ,NULL,1,200,0.9,610,0,2014-12-18,2018-10-29,JAZMIN,39211901
IP181,"INSUFOAM PLUS 1.5 "" X 1.22 X 5.40 MTS.  C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,5.4,1.22,674.82,0,2016-07-20,2016-07-20,MIREYAS,39211101
IP182,"INSUFOAM PLUS 1 5"" X 1.22 X 4.40 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,4.4,1.22,549.89,0,2016-07-20,2016-07-20,MIREYAS,39211101
IP183,"INSUFOAM PLUS 1 5"" X 1.22 X 6.40 MTS.C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,4,6.4,1.22,799.74,0,2016-07-20,2016-07-20,MIREYAS,39211101
PR232,"POLYROLL 2.5 PCF, .250"" DE .08 X 30 MTS WHITE",POLYROLL,PZ,NULL,1,30,0.08,3,0,2016-07-20,2017-01-20,BELENL,39211901
PP34,CORNER  C  X 13.5 CM WHITE,POLYPROFILE,PZ,NULL,1,13.5,0,2.8,0,2016-07-25,2017-07-17,BELENL,39211901
PH85,"POLYFOAM HOJA 1/8"" 1 X 1.20 MTS WHITE",POLYFOAM HOJA,ML,NULL,2,1.2,1,4100,0,2016-07-25,2016-07-25,MIREYAS,39211901
PR233,"POLYROLL1/16"" DE 2 X 210 MTS BLANCO C/A .45 MTS P/A 1.20 MTS",POLYROLL,PZ,NULL,1,210,2,654,0,2016-07-26,2016-07-26,MIREYAS,39211901
OT17,"POLYPROTECTOR CUELLO DE MONJA 1/4"" X 47 CM X 55 CM A/S",OTROS,ML,NULL,6,55,47,2150,0,2016-07-27,2016-07-27,MIREYAS,NULL
PL24,"POLYLAM 2"" D-1.7 1"" DE 1.27 X 2.80 MTS. AZUL",POLYLAM,PZ,PL,2,2.8,1.27,322,0,NULL,2011-07-20,ALEJANDRA,39211901
PL74,"POLYLAM 1.5"" D-1.2 1"" DE 1.27 X 2.85 MTS. BLANCO",POLYLAM,PZ,PL,2,2.85,1.27,172,0.2,NULL,2010-06-16,CIDIREC04,39211901
PM9,"POLYLAM MDL 2.075"" D-2.2 1"" + D-7 .075"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.8,1.27,260,0,NULL,2010-06-17,CIDIREC04,39211901
PL57,"POLYLAM 1.5"" D-3.3 .500"" DE 1.20 X 2.75 MTS. NEGRO",POLYLAM,PZ,PL,2,2.75,1.2,486,0,NULL,2010-11-03,RODO,39211901
PP2,"POLYPROFILE 3"" D DE 3"" X 2 MTS. AMARILLO",POLYPROFILE,PZ,RO,1,2,3,25,0.2,NULL,2010-09-20,ALEJANDRA,NULL
PL548,"POLYLAM 1.7 PCF, 1.5"" X 48""  X 108"" BLUE",POLYLAM,PZ,NULL,2,108,48,18.04,0,2016-04-07,2016-04-07,MIREYAS,39211901
PL549,"POLYLAM 1.7 PCF, 2.5"" X 48"" X 108"" BLUE",POLYLAM,PZ,NULL,2,108,48,30.07,0,2016-04-07,2016-04-07,MIREYAS,39211901
PR135,"POLYROLL 1/16"" DE 1.86 X 381 MTS. BLANCO",POLYROLL,PZ,RO,1,3.81,1.86,865,0.2,2011-09-22,2011-09-22,ALEJANDRA,39211901
PY7,"POLYFOAM LINER 1/16"" L/A 1/C DE 0.90 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.9,234,0,NULL,2011-03-18,SONIA,NULL
PY156,"POLYFOAM LINER D-11.5 .060""  DE .029 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.029,67.49,0,2012-05-17,2012-05-17,MIREYAS,NULL
PL537,"POLYLAM 1.2 PCF, 3.5"" X 48"" X 121"" WHITE",POLYLAM,PZ,NULL,2,121,48,33.45,0,2016-01-26,2016-01-26,MIREYAS,39211901
PL544,"POLYLAM 4.2 PCF,1"".750"" X 47""  X  108""  WHITE SKIVED W/SKIN",POLYLAM,PZ,NULL,2,108,47,420.75,0,2016-03-04,2016-03-04,MIREYAS,39211901
PY208,"POLYFOAM LINER D-11.5 .060"" DE .060 X 100 MTS.",POLYFOAM LINER,PZ,NULL,1,100,0.06,137.58,0,2016-03-10,2016-03-29,BELENL,NULL
IK34,"INSUFOAM 4000, 1"" X 48"" X 265.75"" ORANGE C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,265.75,48,410.74,0,2014-04-04,2014-04-04,MIREYAS,39211101
PM123,"POLYLAM MDL 4.5 PCF,YELLOW+1.2PCF,1""WHITE+4.5PCF ORANGE,1.5""X47""X108""",POLYLAM MDL,PZ,PL,2,108,47,550.24,0,2014-05-05,2014-05-05,MIREYAS,39211901
IK72,"INSUFOAM 4000  1"" X 48"" X 255.91"" C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,255.91,48,32.97,0,2015-04-22,2017-07-31,BELENL,39211101
PL534,"POLYLAM 1.2  PCF, 1.5"" X 48""  X 112"" WHITE",POLYLAM,PZ,NULL,2,112,48,13.11,0,2015-12-23,2015-12-23,MIREYAS,39211901
PM138,"POLYLAM MDL 1.7 PCF 1.5"" WHITE +6 PCF .125"" BLACK, 1.625"" X 48"" X 108""",POLYLAM MDL,PZ,NULL,2,8,48,28.78,0,2014-11-11,2014-11-18,MIREYAS,39211901
PL505,"POLYLAM 1.7 PCF, 1"" X 48"" X 108"" BLUE",POLYLAM,PZ,NULL,2,108,48,11.57,0,2014-12-17,2014-12-24,MIREYAS,39211901
PM79,"POLYLAM MDL 1.5"" D-4.5 .250"" ROJO + D-1.2 1"" BCA + D-4.5 .250"" VERDE DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,550,0.1,2012-03-29,2012-03-29,MIREYAS,39211901
PH37,"POLYFOAM HOJA  D-6.5 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYFOAM HOJA,PZ,PL,2,2.75,1.2,178.2,0,2010-10-04,2010-10-04,SONIA,39211901
PH6,"POLYFOAM HOJA D-1.7 .500"" DE 1.27 X 2.80 MTS. BLANCO",POLYFOAM HOJA,PZ,PL,2,2.8,1.27,78,0,NULL,2013-06-04,MIREYAS,39211901
PL20,"POLYLAM 3.5"" D-1.7 1"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,659,0.2,NULL,2011-02-23,ALEJANDRA,39211901
PY2,"POLYFOAM LINER 1/16"" L/A 1/C DE 0.90 X 200 MTS.",POLYFOAM LINER,PZ,RO,1,200,0.9,515,0.2,NULL,2012-08-03,MIREYAS,NULL
PY196,"POLYFOAM LINER D-7 .075"" DE .032 X 100 MTS. BCO",POLYFOAM LINER,PZ,RO,1,100,0.032,62.5,0,2013-10-01,2013-10-01,MIREYAS,NULL
PR130,"POLYROLL 1/16"" DE 1.83 X 383 MTS. BCO",POLYROLL,PZ,RO,1,3.83,1.83,864.3,0,2011-06-24,2011-06-24,ALEJANDRA,39211901
PY202,"POLYFOAM LINER .090""  DE .115  X 100 MTS. BLANCO",POLYFOAM LINER,PZ,RO,1,100,0.115,311.66,0,2013-10-22,2013-10-22,BELENL,NULL
PY6,"POLYFOAM LINER D-11.5 .060"" DE .90 X 300 C/A 54 MM",POLYFOAM LINER,PZ,RO,1,300,0.9,1879,0.2,NULL,2010-06-16,CIDIREC04,NULL
PP3,"POLYPROFILE 3"" D DE 3"" X 2 MTS. NARANJA",POLYPROFILE,PZ,RO,1,2,3,25,0.2,NULL,2010-09-20,ALEJANDRA,NULL
PL552,"POLYLAM 1.7 PCF, 3.5"" X 48"" X 108"" BLACK",POLYLAM,PZ,NULL,2,108,48,852.57,0,2016-04-19,2016-04-19,MIREYAS,39211901
PH77,"POLYFOAM SHEET 1.5MM X 9.4"" X 7"" PERF 9 EACH",POLYFOAM HOJA,ML,NULL,2,7,9.4,6.4,0,2016-02-29,2016-02-29,MIREYAS,39211901
PL463,"POLYLAM 1.2 PCF, 4.5"" X 48"" X 116"" WHITE",POLYLAM,PZ,PL,2,116,48,610.25,0,2014-04-08,2014-04-08,MIREYAS,39211901
PL454,"POLYLAM 1.7 PCF A/S 1.5"" X 48"" X 108""",POLYLAM,PZ,PL,2,108,48,323.48,0,2014-03-31,2014-03-31,MIREYAS,39211901
PL468,"POLYLAM 1.2 PCF, 2"" X 48"" X 116"" GREEN",POLYLAM,PZ,PL,2,116,48,20.04,0,2014-04-09,2014-04-09,MIREYAS,39211901
PM121,"POLYLAM MDL 4.5 PCF,BLUE+1.2PCF,1""WHITE+4.5 PCF GREEN,1.5""X47""X108""",POLYLAM MDL,PZ,PL,2,108,47,550.24,0,2014-05-05,2014-05-05,MIREYAS,39211901
PL526,"POLYLAM 1.5 PCF, 5.5 "" X 48"" X 108"" BLACK",POLYLAM,PZ,NULL,2,108,48,54.95,0,2015-09-29,2015-09-29,MIREYAS,39211901
PL531,"POLYLAM 1.7 PCF, 4"" X 48"" X 108"" BLACK",POLYLAM,PZ,NULL,2,108,48,48.6,0,2015-11-04,2015-11-04,MIREYAS,39211901
PL500,"POLYLAM2.2PCF, 1.5"" X 48"" X 84"" WHITE",POLYLAM,PZ,PL,2,84,48,335,0,2014-10-20,2014-10-20,MIREYAS,39211901
PM80,"POLYLAM MDL 1.5"" D-2.2 + D-2.5 .250 BCO L/A 1.750"" DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,452,0,2012-04-10,2012-04-10,MIREYAS,39211901
PY134,"POLYFOAM LINER D-6.5 .075""  DE .082 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.082,143.38,0,2012-05-16,2012-05-17,MIREYAS,NULL
PL4,"POLYLAM 3"" D-1.2 1"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,389,0.2,NULL,2011-03-09,ALEJANDRA,39211901
PL171,"POLYLAM 3.5"" D-1.2 1"" DE 1.27 X 2.80 MTS. VERDE",POLYLAM,PZ,PL,2,2.8,1.27,479.25,0,2010-06-23,2010-11-03,RODO,39211901
PR138,"POLYROLL .040""DE 2 X 210 MTS. BLANCO C/A 35 CM",POLYROLL,PZ,RO,1,210,2,624.81,0,2011-10-14,2017-01-20,BELENL,39211901
PY210,"POLYFOAM LINER D-6.5 .075"" DE .103 X 100 MTS.",POLYFOAM LINER,PZ,NULL,1,100,0.103,162.43,0,2016-03-23,2016-03-23,BELENL,NULL
PO3,"POLYBARRIER 1/8""  DE .90 X 50 MTS. BCO",POLYBARRIER,PZ,RO,1,50,0.9,515.7,0,2012-12-10,2012-12-10,MIREYAS,39211901
PL50,"POLYLAM 1.5"" D-6.5 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,922,0,NULL,2010-11-03,RODO,39211901
PL10,"POLYLAM 1.5"" D-1.7 .750"" DE 1.17 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.17,140,0,NULL,2011-02-23,ALEJANDRA,39211901
PL23,"POLYLAM 1"" D-1.7 1"" DE 1.27 X 2.80 MTS. AZUL",POLYLAM,PZ,PL,2,2.8,1.27,153,0,NULL,2011-03-09,ALEJANDRA,39211901
PL71,"POLYLAM 1"" D-1.2 1"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,108,0.1,NULL,2011-03-09,ALEJANDRA,39211901
PL34,"POLYLAM 2.5"" D-2.2 1"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,580,0.2,NULL,2013-08-12,MIREYAS,39211901
PL46,"POLYLAM 2"" D-4.2 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,680,0.2,NULL,2011-02-23,ALEJANDRA,39211901
PY20,"POLYFOAM LINER D-7 .075"" DE 1.40 X 100 MTS. C/A 4.2 CMS",POLYFOAM LINER,PZ,RO,1,100,1.4,1975,0,NULL,2009-10-07,ANA,NULL
PP4,"POLYPROFILE 3"" D DE 3"" X 2 MTS. VERDE",POLYPROFILE,PZ,RO,1,2,3,25,0.2,NULL,2010-09-20,ALEJANDRA,NULL
PM160,"POLYLAM MDL 6 PCF, .125"" BLUE+1.2 PCF, 2"" WHITE,2.125"" X 48"" X108""",POLYLAM MDL,PZ,NULL,2,108,48,625,0,2016-02-10,2016-02-10,MIREYAS,39211901
PL472,"POLYLAM 1.2 PCF, 1.5"" X 48"" X 100"" GREEN",POLYLAM,PZ,PL,2,100,48,12.48,0,2014-04-29,2014-04-29,MIREYAS,39211901
PL480,"POLYLAM 1.5 PCF, 2"" X 48"" X 98"" BLACK",POLYLAM,PZ,PL,2,98,48,23.05,0,2014-06-05,2014-06-05,MIREYAS,39211901
PL532,"POLYLAM 1.7 PCF, AS 2"" X 48"" X 110""",POLYLAM,PZ,NULL,2,110,48,421.6,0,2015-11-23,2015-11-23,MIREYAS,39211901
IK51,"POLIESTIRENO EXTRUIDO INSUFOAM 4000, 1"" X 1.22 X 2.44 MTS NARANJA S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,2.44,1.22,133,0,2014-10-23,2014-10-24,MIREYAS,39211101
PL202,"POLYLAM 4"" D-1.2 .500"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,584,0.1,2010-10-27,2010-10-27,ALEJANDRA,39211901
IA116,"POLIESTIRENO EXTRUIDO INSUFOAM 2"" DE 1.22 X 7.30 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,7.3,1.22,961.85,0.15,2011-03-25,2011-03-25,ALEJANDRA,39211101
PY168,"POLYFOAM LINER D-7 .075""  DE .046 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.046,88.82,0,2012-05-17,2012-05-17,MIREYAS,NULL
PY135,"POLYFOAM LINER D-6.5 .075"" DE .087 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.087,152.94,0,2012-05-16,2012-05-17,MIREYAS,NULL
PY176,"POLYFOAM LINER .075"" D-6.5  DE .094 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.094,159.6,0,2012-07-26,2012-07-26,MIREYAS,NULL
PH36,POLYFOAM HOJA D-4.2 .500 DE 1.20 X 2.75 MTS. BLANCA,POLYFOAM HOJA,PZ,PL,2,2.75,1.2,200,0,2010-09-23,2010-09-27,ALEJANDRA,39211901
PL32,"POLYLAM 2"" D-2.2 1"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,429,0.2,NULL,2011-05-18,ENRIQUEE,39211901
PL39,"POLYLAM 1.5"" D-3.3 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,416,0.2,NULL,2010-11-03,RODO,39211901
PL47,"POLYLAM 3"" D-4.2 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,1034,0,NULL,2011-02-23,ALEJANDRA,39211901
PY3,"POLYFOAM LINER L/A 1/C C/PEL. B.D. 3/32"" DE 0.90 X 133 MTS.",POLYFOAM LINER,PZ,RO,1,133,0.9,470,0,NULL,2011-03-07,ALEJANDRA,NULL
PY25,"POLYFOAM LINER D-8 .125"" DE 1.40 X 100 MTS. BLANCO",POLYFOAM LINER,PZ,RO,1,100,1.4,2743,0.2,NULL,2012-07-11,MIREYAS,NULL
PL541,"POLYLAM 1.2 PCF, 2.5"" X 48"" X 119"" WHITE",POLYLAM,PZ,NULL,2,119,48,25.76,0,2016-02-19,2016-02-19,MIREYAS,39211901
PL476,"POLYLAM 1.2 PCF 2"" X 48"" X 105"" GREEN",POLYLAM,PZ,PL,2,105,48,18.14,0,2014-05-30,2014-05-30,MIREYAS,39211901
PL533,"POLYLAM 1.7 PCF, 2"" X 48"" X 110"" WHITE",POLYLAM,PZ,NULL,2,110,48,423.68,0,2015-11-25,2015-12-07,MIREYAS,39211901
PL396,"POLYLAM 1.7 PCF 3"" X 48""  X 108"" WHITE",POLYLAM,PZ,PL,2,108,48,775.11,0,2014-03-28,2014-03-28,MIREYAS,39211901
PL423,"POLYLAM 1.5 PCD 3.5"" X 48"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,48,782.27,0,2014-03-31,2014-03-31,MIREYAS,39211901
PL466,"POLYLAM 3.3 PCF WHITE 1.5"" X 47"" X 83""",POLYLAM,PZ,PL,2,83,47,456.42,0,2014-04-08,2014-04-08,MIREYAS,39211901
IK18,"POLIESTIRENO EXTRUIDO INSUFOAM 4000 1.5"" DE 1.22 X 6.60 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,6.6,1.22,593.43,0.12,2011-12-28,2011-12-28,ALEJANDRA,39211101
PY129,"POLYFOAM LINER D-6.5 .075"" DE .066 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.066,114.7,0,2012-05-16,2014-09-01,MIREYAS,NULL
PY132,"POLYFOAM LINER D-6.5 .075""  DE .076 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.076,134.94,0,2012-05-16,2014-09-01,MIREYAS,NULL
PY100,"POLYFOAM LINER .125"" D-8 CORTADO EN BOBINAS DE 104.5 MM",POLYFOAM LINER,PZ,RO,1,0,0,3609.1,0.18,2010-10-26,2010-10-26,ALEJANDRA,NULL
PR194,"POLYROLL 1/8""  DE 2 X 105 MTS. P/A 12""",POLYROLL,PZ,RO,1,105,2,593.42,0,2013-04-09,2013-04-09,MIREYAS,39211901
PH32,"POLYFOAM HOJA 1/16""  DE 12"" X 20""",POLYFOAM HOJA,ML,PL,2,51,31,290,0,2010-08-02,2010-10-06,SONIA,39211901
PM147,"POLYLAM MDL 1.2 PCF, 3"" + 1.5 PCF .750"", 3.750"" X 48"" X 81"" WHITE",POLYLAM MDL,PZ,NULL,2,108,48,0.26,0,2015-03-27,2015-04-27,MIREYAS,39211901
IP156,"INSUFOAM PLUS 1"" X 1.22 X 2.44 MTS C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,2.44,1.22,146,0,2014-10-23,2018-08-22,JAZMIN,39211101
PL261,"POLYLAM .500"" D-1.5 3"" DE 1.27 X 2.80 MTS. NEGRO",POLYLAM,PZ,PL,2,2.8,1.27,28.71,0,2011-06-08,2011-06-08,ALEJANDRA,39211901
IP114,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS 2"" DE 1.22 X 9.75 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,9.75,1.22,1168.8,0.2,2012-02-27,2012-02-27,MIREYAS,39211101
PY101,"POLYFOAM LINER D-7 .075"" DE 1.40 X 100 MTS. C/A 66MM",POLYFOAM LINER,PZ,RO,1,100,1.4,2259.4,0.14,2010-10-27,2010-10-27,ALEJANDRA,NULL
PL51,"POLYLAM 2"" D-6.5 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,1234,0,NULL,2011-02-23,ALEJANDRA,39211901
PL16,"POLYLAM 2"" D-1.7 1"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,354,0,NULL,2011-03-09,ALEJANDRA,39211901
PL73,"POLYLAM 2"" D-1.2 1"" DE 1.25 X 2.67 MTS. VERDE",POLYLAM,PZ,PL,2,2.67,1.25,243,0.2,NULL,2011-02-23,ALEJANDRA,39211901
PL45,"POLYLAM 1.5"" D-4.2 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,505,0.2,NULL,2011-02-23,ALEJANDRA,39211901
PY22,"POLYFOAM LINER D-11.5 .060"" DE 1.22 X 100 MTS. C/A 34 MM",POLYFOAM LINER,PZ,RO,1,100,1.22,1795,0.2,NULL,2009-11-25,ANA,NULL
PY212,"POLYFOAM LINER D-11.5 .060"" DE .088 X 100 MTS",POLYFOAM LINER,PZ,NULL,1,100,0.88,215,0,2016-04-06,2016-09-14,MIREYAS,NULL
PL546,"POLYLAM 2.2 PCF, 1"",.750"" X 48"" X 108"", WHITE SKIVED W/SKIN",POLYLAM,PZ,NULL,2,108,48,259.12,0,2016-03-09,2016-03-09,RODO,39211901
PM117,"POLYLAM MDL 2.2 PCF 1"" + 7 PCF .075"" WHITE, 1.075 X 48"" X 108""",POLYLAM MDL,PZ,PL,2,108,48,368.01,0,2014-04-11,2014-04-28,MIREYAS,39211901
PH63,"POLYFOAM SHEET 1/16"" X 24"" X 24""",POLYFOAM HOJA,ML,PL,2,24,24,628.82,0,2014-05-05,2014-05-05,MIREYAS,39211901
PH65,"POLYFOAM SHEET 1.7 PCF,.500"" X 48"" X 108"" AS",POLYFOAM HOJA,PZ,PL,2,108,48,6.74,0,2014-05-13,2014-06-10,MIREYAS,39211901
PY24,"POLYFOAM LINER .090"" DE 1.40 X 100 MTS. BLANCO",POLYFOAM LINER,PZ,RO,1,100,1.4,1513,0.2,NULL,2011-01-10,ALEJANDRA,NULL
PH48,"POLYFOAM HOJA 1/4""  DE 2 X 1.10 MTS.",POLYFOAM HOJA,PZ,PL,2,1.1,2,12.5,0,2012-08-02,2013-04-16,MIREYAS,39211901
PY149,"POLYFOAM LINER D-7 .075""  DE .042 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.042,83.09,0,2012-05-17,2017-10-25,DANIA,NULL
PM125,"POLYLAM MDL 3.3 PCF,.500"" WHITE+1/8"",5/8"" X 47"" X 108""",POLYLAM MDL,PZ,PL,2,108,47,170.05,0,2014-05-19,2014-05-19,MIREYAS,39211901
IK61,"POLIESTIRENO EXTRUIDO INSUFOAM 4000, 3"" X .61 X 2.44 MTS NARANJA S/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,2.44,0.61,200,0,2014-11-26,2014-11-26,MIREYAS,39211101
IP163,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS 40 PSI, 1.5"" X 48"" X 96"" S/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,NULL,2,96,48,30.9,0,2014-12-10,2014-12-10,MIREYAS,39211101
